Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet	Category
WX100001	CC(C)(C)OC(=O)N1CC2(CNC2)C1	40151981	KVOUHLVOTMOJBS-UHFFFAOYSA-N	tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate		5	paper	Europe PMC	"""tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate"""	exact_name	medium	A Novel Brain PET Radiotracer for Imaging Alpha Synuclein Fibrils in Multiple System Atrophy.	2023	37651366	https://doi.org/10.1021/acs.jmedchem.3c00779	Kim HY, Chia WK, Hsieh CJ, Saturnino Guarino D, Graham TJA, Lengyel-Zhand Z, Schneider M, Tomita C, Lougee MG, Kim HJ, Pagar VV, Lee H, Hou C, Garcia BA, Petersson EJ, O'Shea J, Kotzbauer PT, Mathis CA, Lee VM, Luk KC, Mach RH.	J Med Chem		papers_only
WX100001	CC(C)(C)OC(=O)N1CC2(CNC2)C1	40151981	KVOUHLVOTMOJBS-UHFFFAOYSA-N	tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate		5	paper	Europe PMC	"""tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate"""	exact_name	medium	Discovery of ERD-1233 as a Potent and Orally Efficacious Estrogen Receptor PROTAC Degrader for the Treatment of ER+ Human Breast Cancer.	2024	39485242	https://doi.org/10.1021/acs.jmedchem.4c01521	Acharyya RK, Rej RK, Hu B, Chen Z, Wu D, Lu J, Metwally H, McEachern D, Wang Y, Jiang W, Bai L, Tošović J, Gersch CL, Xu G, Zhang W, Wu W, Priestley ES, Sui Z, Sarkari F, Wen B, Sun D, Rae JM, Wang S.	J Med Chem		papers_only
WX100001	CC(C)(C)OC(=O)N1CC2(CNC2)C1	40151981	KVOUHLVOTMOJBS-UHFFFAOYSA-N	tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate		5	paper	Europe PMC	"""tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate"""	exact_name	medium	Structure-Activity Relationship Studies of DNA Methyltransferase 1 Monovalent Degraders.	2025	39905966	https://doi.org/10.1021/acs.jmedchem.4c02161	Qian C, Lee Y, Han Y, Zhong Y, Zhou J, Hrit J, Xie L, Chen Q, Kaniskan HÜ, Chen X, Rothbart S, Cheng X, Xiong Y, Jin J.	J Med Chem		papers_only
WX100001	CC(C)(C)OC(=O)N1CC2(CNC2)C1	40151981	KVOUHLVOTMOJBS-UHFFFAOYSA-N	tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate		5	paper	Europe PMC	"""tert-butyl 2,6-diazaspiro[3.3]heptane-2-carboxylate"""	exact_name	medium	Design, Optimization, and Development of RIPK1 Degraders with Improved Pharmacokinetic and Pharmacodynamic Properties.	2025	41134612	https://doi.org/10.1021/acs.jmedchem.5c00773	Lu D, Yu X, Lin H, Cheng R, Yang B, Zhang M, Chen J, Li F, Qi X, Wang J.	J Med Chem		papers_only
WX100005	CC(C)(C)OC(=O)N1CC2(CCNCC2)C1	23282935	HWLNKJXLGQVMJH-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate"""	exact_name	medium	Discovery and Characterization of 2-Nitro-5-(4-(phenylsulfonyl)piperazin-1-yl)- N-(pyridin-4-ylmethyl)anilines as Novel Inhibitors of the Aedes aegypti Kir1 ( AeKir1) Channel.	2019	30832472	https://doi.org/10.1021/acsinfecdis.8b00368	Aretz CD, Morwitzer MJ, Sanford AG, Hogan AM, Portillo MV, Kharade SV, Kramer M, McCarthey JB, Trigueros RR, Piermarini PM, Denton JS, Hopkins CR.	ACS Infect Dis		papers_only
WX100005	CC(C)(C)OC(=O)N1CC2(CCNCC2)C1	23282935	HWLNKJXLGQVMJH-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate"""	exact_name	medium	Synthesis, Computational Insights, and Evaluation of Novel Sigma Receptors Ligands.	2023	37155827	https://doi.org/10.1021/acschemneuro.3c00074	Dichiara M, Ambrosio FA, Barbaraci C, González-Cano R, Costa G, Parenti C, Marrazzo A, Pasquinucci L, Cobos EJ, Alcaro S, Amata E.	ACS Chem Neurosci		papers_only
WX100005	CC(C)(C)OC(=O)N1CC2(CCNCC2)C1	23282935	HWLNKJXLGQVMJH-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate"""	exact_name	medium	Computer-Aided Design and Biological Evaluation of Diazaspirocyclic D&lt;sub&gt;4&lt;/sub&gt;R Antagonists.	2024	38847395	https://doi.org/10.1021/acschemneuro.4c00086	Jones CAH, Brown BP, Schultz DC, Engers J, Kramlinger VM, Meiler J, Lindsley CW.	ACS Chem Neurosci		papers_only
WX100005	CC(C)(C)OC(=O)N1CC2(CCNCC2)C1	23282935	HWLNKJXLGQVMJH-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[3.5]nonane-2-carboxylate"""	exact_name	medium	Discovery of TK-642 as a highly potent, selective, orally bioavailable pyrazolopyrazine-based allosteric SHP2 inhibitor.	2024	39234614	https://doi.org/10.1016/j.apsb.2024.03.028	Tang K, Wang S, Feng S, Yang X, Guo Y, Ren X, Bai L, Yu B, Liu HM, Song Y.	Acta Pharm Sin B		papers_only
WX100011	CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	23282813	HPPARSNAMZJAPZ-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate"""	exact_name	medium	Discovery of Bispecific Antagonists of Retinol Binding Protein 4 That Stabilize Transthyretin Tetramers: Scaffolding Hopping, Optimization, and Preclinical Pharmacological Evaluation as a Potential Therapy for Two Common Age-Related Comorbidities.	2020	32878437	https://doi.org/10.1021/acs.jmedchem.0c00996	Cioffi CL, Muthuraman P, Raja A, Varadi A, Racz B, Petrukhin K.	J Med Chem		papers_only
WX100011	CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	23282813	HPPARSNAMZJAPZ-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate"""	exact_name	medium	Identification of Transthyretin Tetramer Kinetic Stabilizers That Are Capable of Inhibiting the Retinol-Dependent Retinol Binding Protein 4-Transthyretin Interaction: Potential Novel Therapeutics for Macular Degeneration, Transthyretin Amyloidosis, and Their Common Age-Related Comorbidities.	2021	34138572	https://doi.org/10.1021/acs.jmedchem.1c00099	Cioffi CL, Raja A, Muthuraman P, Jayaraman A, Jayakumar S, Varadi A, Racz B, Petrukhin K.	J Med Chem		papers_only
WX100011	CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	23282813	HPPARSNAMZJAPZ-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate"""	exact_name	medium	Discovery of AD258 as a Sigma Receptor Ligand with Potent Antiallodynic Activity.	2023	37535861	https://doi.org/10.1021/acs.jmedchem.3c00959	Dichiara M, Ambrosio FA, Lee SM, Ruiz-Cantero MC, Lombino J, Coricello A, Costa G, Shah D, Costanzo G, Pasquinucci L, Son KN, Cosentino G, González-Cano R, Marrazzo A, Aakalu VK, Cobos EJ, Alcaro S, Amata E.	J Med Chem		papers_only
WX100011	CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	23282813	HPPARSNAMZJAPZ-UHFFFAOYSA-N	tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate		4	paper	Europe PMC	"""tert-butyl 2,7-diazaspiro[4.4]nonane-2-carboxylate"""	exact_name	medium	A Novel Brain PET Radiotracer for Imaging Alpha Synuclein Fibrils in Multiple System Atrophy.	2023	37651366	https://doi.org/10.1021/acs.jmedchem.3c00779	Kim HY, Chia WK, Hsieh CJ, Saturnino Guarino D, Graham TJA, Lengyel-Zhand Z, Schneider M, Tomita C, Lougee MG, Kim HJ, Pagar VV, Lee H, Hou C, Garcia BA, Petersson EJ, O'Shea J, Kotzbauer PT, Mathis CA, Lee VM, Luk KC, Mach RH.	J Med Chem		papers_only
WX100013	CC(C)(C)OC(=O)N1CCC2(CCNCC2)C1	34178604	NFNCPNAVNRBDOU-UHFFFAOYSA-N	tert-butyl 2,8-diazaspiro[4.5]decane-2-carboxylate		2	paper	Europe PMC	"""tert-butyl 2,8-diazaspiro[4.5]decane-2-carboxylate"""	exact_name	medium	Structure-Activity Relationships for a Series of (Bis(4-fluorophenyl)methyl)sulfinyl Alkyl Alicyclic Amines at the Dopamine Transporter: Functionalizing the Terminal Nitrogen Affects Affinity, Selectivity, and Metabolic Stability.	2020	31661268	https://doi.org/10.1021/acs.jmedchem.9b01188	Slack RD, Ku TC, Cao J, Giancola JB, Bonifazi A, Loland CJ, Gadiano A, Lam J, Rais R, Slusher BS, Coggiano M, Tanda G, Newman AH.	J Med Chem		papers_only
WX100013	CC(C)(C)OC(=O)N1CCC2(CCNCC2)C1	34178604	NFNCPNAVNRBDOU-UHFFFAOYSA-N	tert-butyl 2,8-diazaspiro[4.5]decane-2-carboxylate		2	paper	Europe PMC	"""tert-butyl 2,8-diazaspiro[4.5]decane-2-carboxylate"""	exact_name	medium	A Novel Brain PET Radiotracer for Imaging Alpha Synuclein Fibrils in Multiple System Atrophy.	2023	37651366	https://doi.org/10.1021/acs.jmedchem.3c00779	Kim HY, Chia WK, Hsieh CJ, Saturnino Guarino D, Graham TJA, Lengyel-Zhand Z, Schneider M, Tomita C, Lougee MG, Kim HJ, Pagar VV, Lee H, Hou C, Garcia BA, Petersson EJ, O'Shea J, Kotzbauer PT, Mathis CA, Lee VM, Luk KC, Mach RH.	J Med Chem		papers_only
WX100028	CC(C)(C)OC(=O)N1CCC2(CCNCC2)CC1	15296367	YLKHACHFJMCIRE-UHFFFAOYSA-N	tert-butyl 3,9-diazaspiro[5.5]undecane-3-carboxylate		3	paper	Europe PMC	"""tert-butyl 3,9-diazaspiro[5.5]undecane-3-carboxylate"""	exact_name	medium	Leveraging a Low-Affinity Diazaspiro Orthosteric Fragment to Reduce Dopamine D&lt;sub&gt;3&lt;/sub&gt; Receptor (D&lt;sub&gt;3&lt;/sub&gt;R) Ligand Promiscuity across Highly Conserved Aminergic G-Protein-Coupled Receptors (GPCRs).	2019	31021617	https://doi.org/10.1021/acs.jmedchem.9b00412	Reilly SW, Riad AA, Hsieh CJ, Sahlholm K, Jacome DA, Griffin S, Taylor M, Weng CC, Xu K, Kirschner N, Luedtke RR, Parry C, Malhotra S, Karanicolas J, Mach RH.	J Med Chem		papers_only
WX100028	CC(C)(C)OC(=O)N1CCC2(CCNCC2)CC1	15296367	YLKHACHFJMCIRE-UHFFFAOYSA-N	tert-butyl 3,9-diazaspiro[5.5]undecane-3-carboxylate		3	paper	Europe PMC	"""tert-butyl 3,9-diazaspiro[5.5]undecane-3-carboxylate"""	exact_name	medium	A Novel Brain PET Radiotracer for Imaging Alpha Synuclein Fibrils in Multiple System Atrophy.	2023	37651366	https://doi.org/10.1021/acs.jmedchem.3c00779	Kim HY, Chia WK, Hsieh CJ, Saturnino Guarino D, Graham TJA, Lengyel-Zhand Z, Schneider M, Tomita C, Lougee MG, Kim HJ, Pagar VV, Lee H, Hou C, Garcia BA, Petersson EJ, O'Shea J, Kotzbauer PT, Mathis CA, Lee VM, Luk KC, Mach RH.	J Med Chem		papers_only
WX100028	CC(C)(C)OC(=O)N1CCC2(CCNCC2)CC1	15296367	YLKHACHFJMCIRE-UHFFFAOYSA-N	tert-butyl 3,9-diazaspiro[5.5]undecane-3-carboxylate		3	paper	Europe PMC	"""tert-butyl 3,9-diazaspiro[5.5]undecane-3-carboxylate"""	exact_name	medium	Leveraging Ligand Affinity and Properties: Discovery of Novel Benzamide-Type Cereblon Binders for the Design of PROTACs.	2023	37902300	https://doi.org/10.1021/acs.jmedchem.3c00851	Steinebach C, Bricelj A, Murgai A, Sosič I, Bischof L, Ng YLD, Heim C, Maiwald S, Proj M, Voget R, Feller F, Košmrlj J, Sapozhnikova V, Schmidt A, Zuleeg MR, Lemnitzer P, Mertins P, Hansen FK, Gütschow M, Krönke J, Hartmann MD.	J Med Chem		papers_only
WX100031_Y01	O=C1CCCC2(CCNCC2)N1	22975586	ROVQEFKRZNILIZ-UHFFFAOYSA-N	1,9-diazaspiro[5.5]undecan-2-one		1	paper	Europe PMC	"""1,9-diazaspiro[5.5]undecan-2-one"""	exact_name	medium	Privileged heterocycles: bioactivity and synthesis of 1,9-diazaspiro[5.5]undecane-containing compounds.	2017	32214420	https://doi.org/10.1007/s10593-017-2133-6	Blanco-Ania D, Heus R, Rutjes FPJT.	Chem Heterocycl Compd (N Y)		papers_only
WX100216_A500	C1COC2(C1)CCNC2	21412346	TUDSQZVIXYHEHF-UHFFFAOYSA-N	1-oxa-7-azaspiro[4.4]nonane		4	paper	Europe PMC	"""1-oxa-7-azaspiro[4.4]nonane"""	exact_name	medium	Skeletal diversification via heteroatom linkage control: preparation of bicyclic and spirocyclic scaffolds from N-substituted homopropargyl alcohols.	2013	23510238	https://doi.org/10.1021/jo400077m	Painter TO, Bunn JR, Schoenen FJ, Douglas JT, Day VW, Santini C.	J Org Chem		papers_only
WX100216_A500	C1COC2(C1)CCNC2	21412346	TUDSQZVIXYHEHF-UHFFFAOYSA-N	1-oxa-7-azaspiro[4.4]nonane		4	paper	Europe PMC	"""1-oxa-7-azaspiro[4.4]nonane"""	exact_name	medium	Synthesis of a family of spirocyclic scaffolds: building blocks for the exploration of chemical space.	2013	23758452	https://doi.org/10.1021/jo400738b	Kumar S, Thornton PD, Painter TO, Jain P, Downard J, Douglas JT, Santini C.	J Org Chem		papers_only
WX100216_A500	C1COC2(C1)CCNC2	21412346	TUDSQZVIXYHEHF-UHFFFAOYSA-N	1-oxa-7-azaspiro[4.4]nonane		4	paper	Europe PMC	"""1-oxa-7-azaspiro[4.4]nonane"""	exact_name	medium	The Biological and Chemical Diversity of Tetramic Acid Compounds from Marine-Derived Microorganisms.	2020	32075282	https://doi.org/10.3390/md18020114	Jiang M, Chen S, Li J, Liu L.	Mar Drugs		papers_only
WX100216_A500	C1COC2(C1)CCNC2	21412346	TUDSQZVIXYHEHF-UHFFFAOYSA-N	1-oxa-7-azaspiro[4.4]nonane		4	paper	Europe PMC	"""1-oxa-7-azaspiro[4.4]nonane"""	exact_name	medium	Dopamine D<sub>3</sub>/D<sub>2</sub> Receptor Ligands Based on Cariprazine for the Treatment of Psychostimulant Use Disorders That May Be Dual Diagnosed with Affective Disorders.	2023	36661568	https://doi.org/10.1021/acs.jmedchem.2c01624	Gogarnoiu ES, Vogt CD, Sanchez J, Bonifazi A, Saab E, Shaik AB, Soler-Cedeño O, Bi GH, Klein B, Xi ZX, Lane JR, Newman AH.	J Med Chem		papers_only
WX100237	C1CC2(C1)CCNCC2	20277171	BSQKGAVROUDOTE-UHFFFAOYSA-N	7-azaspiro[3.5]nonane		5	paper	Europe PMC	"""7-azaspiro[3.5]nonane"""	exact_name	medium	Design, synthesis and biological evaluation of novel 7-azaspiro[3.5]nonane derivatives as GPR119 agonists.	2018	29486951	https://doi.org/10.1016/j.bmc.2018.02.032	Matsuda D, Kawamura M, Kobashi Y, Shiozawa F, Suga Y, Fusegi K, Nishimoto S, Kimura K, Miyoshi M, Takayama N, Kakinuma H, Ohtake N.	Bioorg Med Chem		papers_only
WX100237	C1CC2(C1)CCNCC2	20277171	BSQKGAVROUDOTE-UHFFFAOYSA-N	7-azaspiro[3.5]nonane		5	paper	Europe PMC	"""7-azaspiro[3.5]nonane"""	exact_name	medium	Discovery of BMS-986318, a Potent Nonbile Acid FXR Agonist for the Treatment of Nonalcoholic Steatohepatitis.	2021	34531950	https://doi.org/10.1021/acsmedchemlett.1c00198	Carpenter J, Wu G, Wang Y, Cook EM, Wang T, Sitkoff D, Rossi KA, Mosure K, Zhuo X, Cao GG, Ziegler M, Azzara AV, Krupinski J, Soars MG, Ellsworth BA, Wacker DA.	ACS Med Chem Lett		papers_only
WX100237	C1CC2(C1)CCNCC2	20277171	BSQKGAVROUDOTE-UHFFFAOYSA-N	7-azaspiro[3.5]nonane		5	paper	Europe PMC	"""7-azaspiro[3.5]nonane"""	exact_name	medium	ZX703: A Small-Molecule Degrader of GPX4 Inducing Ferroptosis in Human Cancer Cells.	2024	38505849	https://doi.org/10.1021/acsmedchemlett.3c00571	Hu M, Li X, Wang L, Zhang Y, Sun Y, Hua H, Liu H, Cai T, Zhu D, Xiang Q.	ACS Med Chem Lett		papers_only
WX100237	C1CC2(C1)CCNCC2	20277171	BSQKGAVROUDOTE-UHFFFAOYSA-N	7-azaspiro[3.5]nonane		5	paper	Europe PMC	"""7-azaspiro[3.5]nonane"""	exact_name	medium	Discovery of ERD-12310A as an Exceptionally Potent and Orally Efficacious PROTAC Degrader of Estrogen Receptor α (ERα).	2024	39585895	https://doi.org/10.1021/acs.jmedchem.4c01401	Rej RK, Hu B, Chen Z, Acharyya RK, Wu D, Metwally H, McEachern D, Wang Y, Jiang W, Bai L, Nishimura LS, Gersch CL, Wang M, Wen B, Sun D, Carlson K, Katzenellenbogen JA, Xu G, Zhang W, Wu W, Priestley ES, Sui Z, Rae JM, Wang S.	J Med Chem		papers_only
WX100237	C1CC2(C1)CCNCC2	20277171	BSQKGAVROUDOTE-UHFFFAOYSA-N	7-azaspiro[3.5]nonane		5	paper	Europe PMC	"""7-azaspiro[3.5]nonane"""	exact_name	medium	Structure-Based Development of Novel Spiro-Piperidine ASH1L Inhibitors.	2025	39680643	https://doi.org/10.1021/acs.jmedchem.4c01673	Huang G, Stevens R, Hucek DG, Purohit T, Li S, Miao H, Trost E, Hewett G, Clegg B, Park SR, Rajanayake K, Wen B, Sun D, Cierpicki T, Grembecka J.	J Med Chem		papers_only
WX100239	C1CCC2(C1)CCCNC2	14448981	JFNPSSKPSOKMJH-UHFFFAOYSA-N	7-azaspiro[4.5]decane		5	paper	Europe PMC	"""7-azaspiro[4.5]decane"""	exact_name	medium	Stereocontrolled syntheses of epimeric 3-aryl-6-phenyl-1-oxa-7-azaspiro(4.5)decane NK-1 receptor antagonist precursors.	2001	11259032	https://doi.org/10.1021/ol006944a	Kulagowski JJ, Curtis NR, Swain CJ, Williams BJ.	Org Lett		papers_only
WX100239	C1CCC2(C1)CCCNC2	14448981	JFNPSSKPSOKMJH-UHFFFAOYSA-N	7-azaspiro[4.5]decane		5	paper	Europe PMC	"""7-azaspiro[4.5]decane"""	exact_name	medium	Identification of metabolites of a substance P (neurokinin 1 receptor) antagonist in rat hepatocytes and rat plasma.	2002	12124313	https://doi.org/10.1124/dmd.30.8.937	Hop CE, Wang Y, Kumar S, Elipe MV, Raab CE, Dean DC, Poon GK, Keohane CA, Strauss J, Chiu SH, Curtis N, Elliott J, Gerhard U, Locker K, Morrison D, Mortishire-Smith R, Thomas S, Watt AP, Evans DC.	Drug Metab Dispos		papers_only
WX100239	C1CCC2(C1)CCCNC2	14448981	JFNPSSKPSOKMJH-UHFFFAOYSA-N	7-azaspiro[4.5]decane		5	paper	Europe PMC	"""7-azaspiro[4.5]decane"""	exact_name	medium	Synthesis of a family of spirocyclic scaffolds: building blocks for the exploration of chemical space.	2013	23758452	https://doi.org/10.1021/jo400738b	Kumar S, Thornton PD, Painter TO, Jain P, Downard J, Douglas JT, Santini C.	J Org Chem		papers_only
